Body,,,,,,,,Foods,,,Activities,,,,,,,,,,,Sleep,,,,
Date,Weight,BMI,Fat,Blood Pressure,Normal Heart Rate,Glucose (Morning),,Date,Calories In,,Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories,,Date,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140317,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140318,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140319,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140320,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140321,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140322,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140323,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140324,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140325,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140326,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140327,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140328,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140329,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140330,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140331,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140401,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140402,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140403,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140404,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140405,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140406,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140407,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140408,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140409,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140410,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140411,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140412,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140413,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140414,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140415,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140416,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140417,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140418,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140419,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140420,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140421,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140422,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140423,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140424,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140425,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140426,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
food_log_20140427,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Totals,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calories,0,,,,,,,,,,,,,,,,,,,,,,,,
,Fat,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Fiber,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Carbs,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Sodium,0 mg,,,,,,,,,,,,,,,,,,,,,,,,
,Protein,0 g,,,,,,,,,,,,,,,,,,,,,,,,
,Water,0 ml,,,,,,,,,,,,,,,,,,,,,,,,
